walk,seed,generation,best_fitness,mean_fitness,worst_fitness
long_walk,6,16,980.00,1136.00,1140.00
long_walk,6,17,980.00,1129.60,1140.00
long_walk,6,18,640.00,1095.80,1140.00
long_walk,6,19,640.00,1016.00,1140.00
long_walk,7,0,2200.00,2461.00,2640.00
long_walk,7,1,2160.00,2232.20,2360.00
long_walk,7,2,2160.00,2198.40,2200.00
long_walk,7,3,2120.00,2195.20,2200.00
long_walk,7,4,2120.00,2186.00,2200.00
long_walk,7,5,2120.00,2156.60,2200.00
long_walk,7,6,2120.00,2143.40,2160.00
long_walk,7,7,2120.00,2120.00,2120.00
long_walk,7,8,2020.00,2119.00,2120.00
long_walk,7,9,2020.00,2118.00,2120.00
long_walk,7,10,2020.00,2112.60,2120.00
long_walk,7,11,1800.00,2095.80,2120.00
long_walk,7,12,1800.00,2056.40,2120.00
long_walk,7,13,1800.00,2013.80,2020.00
long_walk,7,14,1800.00,1998.50,2020.00
long_walk,7,15,1460.00,1944.90,2020.00
long_walk,7,16,1460.00,1814.70,1980.00
long_walk,7,17,1460.00,1732.50,1800.00
long_walk,7,18,1170.00,1594.60,1770.00
long_walk,7,19,1170.00,1454.00,1460.00
long_walk,8,0,2200.00,2461.20,2640.00
long_walk,8,1,2200.00,2251.40,2340.00
long_walk,8,2,2120.00,2201.20,2220.00
long_walk,8,3,2100.00,2191.80,2200.00
long_walk,8,4,2100.00,2181.00,2200.00
long_walk,8,5,2040.00,2145.40,2200.00
long_walk,8,6,1990.00,2120.10,2140.00
long_walk,8,7,1990.00,2106.90,2120.00
long_walk,8,8,1920.00,2073.80,2120.00
long_walk,8,9,1500.00,2014.50,2100.00
long_walk,8,10,1500.00,1947.70,1990.00
long_walk,8,11,1500.00,1866.80,1990.00
long_walk,8,12,1500.00,1740.30,1920.00
long_walk,8,13,1380.00,1513.80,1700.00
long_walk,8,14,1360.00,1491.50,1500.00
long_walk,8,15,1360.00,1466.00,1500.00
long_walk,8,16,1240.00,1404.30,1500.00
long_walk,8,17,1240.00,1355.20,1380.00
long_walk,8,18,1240.00,1335.40,1360.00
long_walk,8,19,920.00,1279.20,1360.00
long_walk,9,0,2200.00,2447.00,2640.00
long_walk,9,1,2040.00,2247.80,2360.00
long_walk,9,2,2040.00,2197.00,2220.00
long_walk,9,3,2040.00,2182.40,2200.00
long_walk,9,4,1940.00,2153.20,2200.00
long_walk,9,5,1520.00,2066.60,2200.00
long_walk,9,6,1520.00,2006.80,2040.00
long_walk,9,7,1260.00,1902.40,2040.00
long_walk,9,8,1260.00,1748.80,1940.00
long_walk,9,9,1260.00,1484.00,1560.00
long_walk,9,10,1200.00,1389.00,1520.00
long_walk,9,11,1180.00,1256.90,1260.00
long_walk,9,12,1180.00,1248.10,1260.00
long_walk,9,13,1020.00,1219.90,1260.00
long_walk,9,14,820.00,1179.80,1200.00
long_walk,9,15,820.00,1137.80,1180.00
long_walk,9,16,820.00,1069.20,1180.00
long_walk,9,17,820.00,882.20,1020.00
long_walk,9,18,820.00,820.00,820.00
long_walk,9,19,820.00,820.00,820.00
long_walk,10,0,2200.00,2456.20,2640.00
long_walk,10,1,2200.00,2250.20,2340.00
long_walk,10,2,2160.00,2210.20,2220.00
long_walk,10,3,2120.00,2198.00,2200.00
long_walk,10,4,1900.00,2189.20,2200.00
long_walk,10,5,1900.00,2167.60,2200.00
long_walk,10,6,1900.00,2121.20,2160.00
long_walk,10,7,1900.00,2097.80,2120.00
long_walk,10,8,1900.00,2042.00,2120.00
long_walk,10,9,1780.00,1898.80,1900.00
long_walk,10,10,1480.00,1887.00,1900.00
long_walk,10,11,1400.00,1850.60,1900.00
long_walk,10,12,1400.00,1751.40,1900.00
long_walk,10,13,1400.00,1566.90,1780.00
long_walk,10,14,960.00,1437.80,1480.00
long_walk,10,15,960.00,1370.80,1480.00
long_walk,10,16,940.00,1291.20,1400.00
long_walk,10,17,860.00,1075.40,1200.00
long_walk,10,18,860.00,953.20,960.00
long_walk,10,19,860.00,942.40,960.00
short_walk,1,0,300.00,700.40,880.00
short_walk,1,1,300.00,478.40,640.00
short_walk,1,2,300.00,428.80,440.00
short_walk,1,3,300.00,405.00,440.00
short_walk,1,4,300.00,339.20,440.00
short_walk,1,5,220.00,299.20,300.00
short_walk,1,6,210.00,294.30,300.00
short_walk,1,7,80.00,286.50,300.00
short_walk,1,8,60.00,254.30,300.00
short_walk,1,9,60.00,190.00,220.00
short_walk,1,10,0.00,147.40,220.00
short_walk,2,0,440.00,713.20,880.00
short_walk,2,1,440.00,509.00,660.00
short_walk,2,2,440.00,441.20,500.00
short_walk,2,3,440.00,440.00,440.00
short_walk,2,4,440.00,440.00,440.00
short_walk,2,5,440.00,440.00,440.00
short_walk,2,6,440.00,440.00,440.00
short_walk,2,7,440.00,440.00,440.00
short_walk,2,8,440.00,440.00,440.00
short_walk,2,9,280.00,438.40,440.00
short_walk,2,10,280.00,435.20,440.00
short_walk,2,11,80.00,423.60,440.00
short_walk,2,12,80.00,388.80,440.00
short_walk,2,13,80.00,300.40,440.00
short_walk,2,14,60.00,225.20,280.00
short_walk,2,15,60.00,149.60,220.00
short_walk,2,16,0.00,77.60,80.00
short_walk,3,0,440.00,711.60,880.00
short_walk,3,1,440.00,520.40,660.00
short_walk,3,2,440.00,455.60,500.00
short_walk,3,3,440.00,440.00,440.00
short_walk,3,4,360.00,439.20,440.00
short_walk,3,5,360.00,437.60,440.00
short_walk,3,6,220.00,430.60,440.00
short_walk,3,7,220.00,409.40,440.00
short_walk,3,8,220.00,357.80,440.00
short_walk,3,9,80.00,318.80,360.00
short_walk,3,10,80.00,233.80,360.00
short_walk,3,11,0.00,180.00,220.00
short_walk,4,0,440.00,737.00,880.00
short_walk,4,1,440.00,510.00,640.00
short_walk,4,2,360.00,438.40,440.00
short_walk,4,3,360.00,431.20,440.00
short_walk,4,4,360.00,413.60,440.00
short_walk,4,5,360.00,364.00,440.00
short_walk,4,6,360.00,360.00,360.00
short_walk,4,7,360.00,360.00,360.00
short_walk,4,8,360.00,360.00,360.00
short_walk,4,9,360.00,360.00,360.00
short_walk,4,10,360.00,360.00,360.00
short_walk,4,11,80.00,357.20,360.00
short_walk,4,12,80.00,351.60,360.00
short_walk,4,13,80.00,332.00,360.00
short_walk,4,14,80.00,276.00,360.00
short_walk,4,15,20.00,122.20,360.00
short_walk,4,16,20.00,78.80,80.00
short_walk,4,17,0.00,75.60,80.00
short_walk,5,0,440.00,704.60,880.00
short_walk,5,1,440.00,501.60,640.00
short_walk,5,2,100.00,446.20,500.00
short_walk,5,3,100.00,423.00,440.00
short_walk,5,4,100.00,384.00,440.00
short_walk,5,5,100.00,273.80,440.00
short_walk,5,6,80.00,99.80,100.00
short_walk,5,7,80.00,99.20,100.00
short_walk,5,8,80.00,97.40,100.00
short_walk,5,9,0.00,91.60,100.00
short_walk,6,0,440.00,711.60,880.00
short_walk,6,1,440.00,487.80,640.00
short_walk,6,2,360.00,441.00,500.00
short_walk,6,3,360.00,438.40,440.00
short_walk,6,4,360.00,432.00,440.00
short_walk,6,5,360.00,412.80,440.00
short_walk,6,6,360.00,364.00,440.00
short_walk,6,7,220.00,358.60,360.00
short_walk,6,8,220.00,357.20,360.00
short_walk,6,9,220.00,354.40,360.00
short_walk,6,10,80.00,340.40,360.00
short_walk,6,11,80.00,296.70,360.00
short_walk,6,12,60.00,212.80,220.00
short_walk,6,13,60.00,191.20,220.00
short_walk,6,14,60.00,132.80,220.00
short_walk,6,15,60.00,72.40,80.00
short_walk,6,16,60.00,60.60,80.00
short_walk,6,17,20.00,59.60,60.00
short_walk,6,18,20.00,59.60,60.00
short_walk,6,19,20.00,59.20,60.00
short_walk,7,0,440.00,716.10,880.00
short_walk,7,1,220.00,494.80,660.00
short_walk,7,2,220.00,431.20,440.00
short_walk,7,3,220.00,415.80,440.00
short_walk,7,4,220.00,369.40,440.00
short_walk,7,5,220.00,239.70,440.00
short_walk,7,6,80.00,218.60,220.00
short_walk,7,7,80.00,214.40,220.00
short_walk,7,8,80.00,194.80,220.00
short_walk,7,9,80.00,143.00,220.00
short_walk,7,10,60.00,79.80,80.00
short_walk,7,11,60.00,79.60,80.00
short_walk,7,12,60.00,78.60,80.00
short_walk,7,13,60.00,76.20,80.00
short_walk,7,14,60.00,68.60,80.00
short_walk,7,15,60.00,60.00,60.00
short_walk,7,16,60.00,60.00,60.00
short_walk,7,17,60.00,60.00,60.00
short_walk,7,18,60.00,60.00,60.00
short_walk,7,19,60.00,60.00,60.00
short_walk,8,0,440.00,721.40,880.00
short_walk,8,1,440.00,512.20,640.00
short_walk,8,2,360.00,439.20,440.00
short_walk,8,3,360.00,439.20,440.00
short_walk,8,4,360.00,438.40,440.00
short_walk,8,5,360.00,432.80,440.00
short_walk,8,6,360.00,413.40,440.00
short_walk,8,7,360.00,365.00,440.00
short_walk,8,8,360.00,360.00,360.00
short_walk,8,9,360.00,360.00,360.00
short_walk,8,10,360.00,360.00,360.00
short_walk,8,11,360.00,360.00,360.00
short_walk,8,12,220.00,358.60,360.00
short_walk,8,13,220.00,355.80,360.00
short_walk,8,14,220.00,348.60,360.00
short_walk,8,15,120.00,319.20,360.00
short_walk,8,16,120.00,248.60,360.00
short_walk,8,17,80.00,203.40,220.00
short_walk,8,18,80.00,171.50,220.00
short_walk,8,19,80.00,120.50,200.00
short_walk,9,0,440.00,710.20,880.00
short_walk,9,1,440.00,516.00,640.00
short_walk,9,2,440.00,441.20,500.00
short_walk,9,3,440.00,440.00,440.00
short_walk,9,4,440.00,440.00,440.00
short_walk,9,5,440.00,440.00,440.00
short_walk,9,6,440.00,440.00,440.00
short_walk,9,7,440.00,440.00,440.00
short_walk,9,8,80.00,432.00,440.00
short_walk,9,9,80.00,421.70,440.00
short_walk,9,10,80.00,378.70,440.00
short_walk,9,11,80.00,260.50,440.00
short_walk,9,12,80.00,130.40,220.00
short_walk,9,13,0.00,79.20,80.00
short_walk,10,0,440.00,715.60,880.00
short_walk,10,1,440.00,507.00,640.00
short_walk,10,2,440.00,440.00,440.00
short_walk,10,3,360.00,439.20,440.00
short_walk,10,4,360.00,437.60,440.00
short_walk,10,5,360.00,435.20,440.00
short_walk,10,6,360.00,426.20,440.00
short_walk,10,7,360.00,402.20,440.00
short_walk,10,8,360.00,360.00,360.00
short_walk,10,9,360.00,360.00,360.00
short_walk,10,10,360.00,360.00,360.00
short_walk,10,11,360.00,360.00,360.00
short_walk,10,12,360.00,360.00,360.00
short_walk,10,13,360.00,360.00,360.00
short_walk,10,14,360.00,360.00,360.00
short_walk,10,15,220.00,358.60,360.00
short_walk,10,16,60.00,353.40,360.00
short_walk,10,17,60.00,347.20,360.00
short_walk,10,18,60.00,328.30,360.00
short_walk,10,19,60.00,269.70,360.00
triangle_walk,1,0,1560.00,2091.60,2200.00
triangle_walk,1,1,1560.00,1876.60,2000.00
triangle_walk,1,2,1560.00,1737.40,1760.00
triangle_walk,1,3,1560.00,1678.60,1760.00
triangle_walk,1,4,1560.00,1560.00,1560.00
triangle_walk,1,5,1560.00,1560.00,1560.00
triangle_walk,1,6,1560.00,1560.00,1560.00
triangle_walk,1,7,1560.00,1560.00,1560.00
triangle_walk,1,8,1560.00,1560.00,1560.00
triangle_walk,1,9,1560.00,1560.00,1560.00
triangle_walk,1,10,1560.00,1560.00,1560.00
triangle_walk,1,11,1560.00,1560.00,1560.00
triangle_walk,1,12,1400.00,1558.40,1560.00
triangle_walk,1,13,1400.00,1555.20,1560.00
triangle_walk,1,14,1400.00,1545.60,1560.00
triangle_walk,1,15,1400.00,1531.20,1560.00
triangle_walk,1,16,1400.00,1467.00,1560.00
triangle_walk,1,17,1400.00,1400.00,1400.00
triangle_walk,1,18,1400.00,1400.00,1400.00
triangle_walk,1,19,1400.00,1400.00,1400.00
triangle_walk,2,0,1760.00,2080.00,2200.00
triangle_walk,2,1,1760.00,1868.70,2000.00
triangle_walk,2,2,1760.00,1760.00,1760.00
triangle_walk,2,3,1560.00,1758.00,1760.00
triangle_walk,2,4,1560.00,1748.00,1760.00
triangle_walk,2,5,1560.00,1731.10,1760.00
triangle_walk,2,6,1560.00,1666.90,1760.00
triangle_walk,2,7,1400.00,1558.40,1560.00
triangle_walk,2,8,1400.00,1556.80,1560.00
triangle_walk,2,9,1400.00,1545.20,1560.00
triangle_walk,2,10,1400.00,1516.40,1560.00
triangle_walk,2,11,1380.00,1439.40,1560.00
triangle_walk,2,12,1380.00,1399.60,1400.00
triangle_walk,2,13,1380.00,1399.00,1400.00
triangle_walk,2,14,1380.00,1396.60,1400.00
triangle_walk,2,15,1380.00,1389.60,1400.00
triangle_walk,2,16,1380.00,1380.00,1380.00
triangle_walk,2,17,1380.00,1380.00,1380.00
triangle_walk,2,18,1380.00,1380.00,1380.00
triangle_walk,2,19,1180.00,1378.00,1380.00
triangle_walk,3,0,1760.00,2071.40,2200.00
triangle_walk,3,1,1760.00,1827.20,2000.00
triangle_walk,3,2,1760.00,1760.00,1760.00
triangle_walk,3,3,1560.00,1758.00,1760.00
triangle_walk,3,4,1560.00,1752.00,1760.00
triangle_walk,3,5,1560.00,1736.00,1760.00
triangle_walk,3,6,1540.00,1687.80,1760.00
triangle_walk,3,7,1540.00,1561.40,1760.00
triangle_walk,3,8,1540.00,1558.60,1560.00
triangle_walk,3,9,1540.00,1555.60,1560.00
triangle_walk,3,10,1540.00,1547.80,1560.00
triangle_walk,3,11,1400.00,1538.60,1540.00
triangle_walk,3,12,1400.00,1535.10,1540.00
triangle_walk,3,13,1400.00,1524.60,1540.00
triangle_walk,3,14,1400.00,1488.20,1540.00
triangle_walk,3,15,1380.00,1404.70,1470.00
triangle_walk,3,16,1380.00,1399.00,1400.00
triangle_walk,3,17,1380.00,1395.60,1400.00
triangle_walk,3,18,1380.00,1386.80,1400.00
triangle_walk,3,19,1380.00,1380.00,1380.00
triangle_walk,4,0,1760.00,2084.00,2200.00
triangle_walk,4,1,1760.00,1832.00,2000.00
triangle_walk,4,2,1560.00,1754.00,1760.00
triangle_walk,4,3,1560.00,1734.00,1760.00
triangle_walk,4,4,1560.00,1682.00,1760.00
triangle_walk,4,5,1560.00,1560.00,1560.00
triangle_walk,4,6,1560.00,1560.00,1560.00
triangle_walk,4,7,1560.00,1560.00,1560.00
triangle_walk,4,8,1560.00,1560.00,1560.00
triangle_walk,4,9,1560.00,1560.00,1560.00
triangle_walk,4,10,1560.00,1560.00,1560.00
triangle_walk,4,11,1400.00,1558.40,1560.00
triangle_walk,4,12,1400.00,1555.20,1560.00
triangle_walk,4,13,1400.00,1547.20,1560.00
triangle_walk,4,14,1400.00,1520.00,1560.00
triangle_walk,4,15,1400.00,1440.00,1560.00
triangle_walk,4,16,1400.00,1400.00,1400.00
triangle_walk,4,17,1400.00,1400.00,1400.00
triangle_walk,4,18,1400.00,1400.00,1400.00
triangle_walk,4,19,1400.00,1400.00,1400.00
triangle_walk,5,0,1760.00,2079.60,2200.00
triangle_walk,5,1,1760.00,1860.80,2000.00
triangle_walk,5,2,1760.00,1760.00,1760.00
triangle_walk,5,3,1760.00,1760.00,1760.00
triangle_walk,5,4,1560.00,1758.00,1760.00
triangle_walk,5,5,1560.00,1754.00,1760.00
triangle_walk,5,6,1560.00,1738.00,1760.00
triangle_walk,5,7,1560.00,1682.00,1760.00
triangle_walk,5,8,1560.00,1560.00,1560.00
triangle_walk,5,9,1560.00,1560.00,1560.00
triangle_walk,5,10,1540.00,1559.60,1560.00
triangle_walk,5,11,1540.00,1558.40,1560.00
triangle_walk,5,12,1540.00,1555.80,1560.00
triangle_walk,5,13,1540.00,1547.20,1560.00
triangle_walk,5,14,1540.00,1540.00,1540.00
triangle_walk,5,15,1540.00,1540.00,1540.00
triangle_walk,5,16,1540.00,1540.00,1540.00
triangle_walk,5,17,1200.00,1536.60,1540.00
triangle_walk,5,18,1200.00,1536.60,1540.00
triangle_walk,5,19,1200.00,1526.40,1540.00
triangle_walk,6,0,1760.00,2084.60,2200.00
triangle_walk,6,1,1760.00,1827.20,2000.00
triangle_walk,6,2,1700.00,1759.40,1760.00
triangle_walk,6,3,1700.00,1758.80,1760.00
triangle_walk,6,4,1700.00,1757.00,1760.00
triangle_walk,6,5,1560.00,1749.60,1760.00
triangle_walk,6,6,1560.00,1732.00,1760.00
triangle_walk,6,7,1560.00,1694.40,1700.00
triangle_walk,6,8,1560.00,1672.00,1700.00
triangle_walk,6,9,1540.00,1617.20,1700.00
triangle_walk,6,10,1320.00,1556.80,1560.00
triangle_walk,6,11,1280.00,1544.40,1560.00
triangle_walk,6,12,1280.00,1504.40,1560.00
triangle_walk,6,13,1280.00,1402.90,1540.00
triangle_walk,6,14,1280.00,1307.20,1320.00
triangle_walk,6,15,1280.00,1287.40,1320.00
triangle_walk,6,16,680.00,1268.00,1280.00
triangle_walk,6,17,680.00,1256.00,1280.00
triangle_walk,6,18,540.00,1206.60,1280.00
triangle_walk,6,19,540.00,1078.60,1280.00
triangle_walk,7,0,1760.00,2053.80,2200.00
triangle_walk,7,1,1760.00,1821.10,2000.00
triangle_walk,7,2,1760.00,1760.00,1760.00
triangle_walk,7,3,1560.00,1758.00,1760.00
triangle_walk,7,4,1560.00,1754.00,1760.00
triangle_walk,7,5,1560.00,1736.00,1760.00
triangle_walk,7,6,1560.00,1668.00,1760.00
triangle_walk,7,7,1560.00,1560.00,1560.00
triangle_walk,7,8,1540.00,1559.80,1560.00
triangle_walk,7,9,1400.00,1557.20,1560.00
triangle_walk,7,10,1400.00,1553.00,1560.00
triangle_walk,7,11,1400.00,1544.80,1560.00
triangle_walk,7,12,1100.00,1521.60,1540.00
triangle_walk,7,13,1100.00,1465.10,1540.00
triangle_walk,7,14,1100.00,1355.00,1400.00
triangle_walk,7,15,1100.00,1275.10,1400.00
triangle_walk,7,16,1100.00,1115.20,1400.00
triangle_walk,7,17,1100.00,1100.00,1100.00
triangle_walk,7,18,1100.00,1100.00,1100.00
triangle_walk,7,19,1100.00,1100.00,1100.00
triangle_walk,8,0,1760.00,2087.00,2200.00
triangle_walk,8,1,1760.00,1834.40,2000.00
triangle_walk,8,2,1560.00,1756.00,1760.00
triangle_walk,8,3,1560.00,1746.00,1760.00
triangle_walk,8,4,1560.00,1718.00,1760.00
triangle_walk,8,5,1560.00,1638.00,1760.00
triangle_walk,8,6,1560.00,1560.00,1560.00
triangle_walk,8,7,1560.00,1560.00,1560.00
triangle_walk,8,8,1400.00,1558.40,1560.00
triangle_walk,8,9,1400.00,1552.00,1560.00
triangle_walk,8,10,1400.00,1531.20,1560.00
triangle_walk,8,11,1400.00,1460.80,1560.00
triangle_walk,8,12,1400.00,1400.00,1400.00
triangle_walk,8,13,1400.00,1400.00,1400.00
triangle_walk,8,14,1380.00,1399.80,1400.00
triangle_walk,8,15,1380.00,1399.40,1400.00
triangle_walk,8,16,1380.00,1397.80,1400.00
triangle_walk,8,17,1380.00,1392.60,1400.00
triangle_walk,8,18,1380.00,1380.00,1380.00
triangle_walk,8,19,1380.00,1380.00,1380.00
triangle_walk,9,0,1760.00,2115.40,2200.00
triangle_walk,9,1,1760.00,1940.90,2180.00
triangle_walk,9,2,1760.00,1760.00,1760.00
triangle_walk,9,3,1560.00,1758.00,1760.00
triangle_walk,9,4,1560.00,1750.00,1760.00
triangle_walk,9,5,1560.00,1726.00,1760.00
triangle_walk,9,6,1560.00,1672.00,1760.00
triangle_walk,9,7,1560.00,1560.00,1560.00
triangle_walk,9,8,1380.00,1558.20,1560.00
triangle_walk,9,9,1380.00,1556.40,1560.00
triangle_walk,9,10,1380.00,1551.00,1560.00
triangle_walk,9,11,1380.00,1533.20,1560.00
triangle_walk,9,12,1380.00,1486.20,1560.00
triangle_walk,9,13,1380.00,1382.60,1400.00
triangle_walk,9,14,1380.00,1380.00,1380.00
triangle_walk,9,15,1380.00,1380.00,1380.00
triangle_walk,9,16,1380.00,1380.00,1380.00
triangle_walk,9,17,1380.00,1380.00,1380.00
triangle_walk,9,18,1380.00,1380.00,1380.00
triangle_walk,9,19,1380.00,1380.00,1380.00
triangle_walk,10,0,1760.00,2048.20,2200.00
triangle_walk,10,1,1760.00,1818.00,2000.00
triangle_walk,10,2,1560.00,1758.00,1760.00
triangle_walk,10,3,1560.00,1750.00,1760.00
triangle_walk,10,4,1400.00,1724.40,1760.00
triangle_walk,10,5,1400.00,1658.30,1760.00
triangle_walk,10,6,1400.00,1550.40,1560.00
triangle_walk,10,7,1400.00,1513.60,1560.00
triangle_walk,10,8,1400.00,1422.00,1560.00
triangle_walk,10,9,1400.00,1400.00,1400.00
triangle_walk,10,10,1400.00,1400.00,1400.00
triangle_walk,10,11,1400.00,1400.00,1400.00
triangle_walk,10,12,1400.00,1400.00,1400.00
triangle_walk,10,13,1400.00,1400.00,1400.00
triangle_walk,10,14,1400.00,1400.00,1400.00
triangle_walk,10,15,1400.00,1400.00,1400.00
triangle_walk,10,16,1400.00,1400.00,1400.00
triangle_walk,10,17,1400.00,1400.00,1400.00
triangle_walk,10,18,1400.00,1400.00,1400.00
triangle_walk,10,19,1400.00,1400.00,1400.00
